sample_id,label,class_name,n_poles,n_zeros
1099,4,allpass,6,6
1100,0,lowpass,4,4
1101,1,highpass,8,8
1102,2,bandpass,6,6
1103,3,bandstop,8,8
1104,4,allpass,2,2
1105,0,lowpass,4,4
1106,1,highpass,8,8
1107,2,bandpass,2,2
1108,3,bandstop,4,4
1109,4,allpass,4,4
1110,0,lowpass,4,4
1111,1,highpass,8,8
1112,2,bandpass,6,6
1113,3,bandstop,2,2
1114,4,allpass,8,8
1115,0,lowpass,2,2
1116,1,highpass,8,8
1117,2,bandpass,6,6
1118,3,bandstop,2,2
1119,4,allpass,4,4
1120,0,lowpass,6,6
1121,1,highpass,4,4
1122,2,bandpass,2,2
1123,3,bandstop,2,2
1124,4,allpass,2,2
1125,0,lowpass,4,4
1126,1,highpass,6,6
1127,2,bandpass,4,4
1128,3,bandstop,2,2
1129,4,allpass,8,8
1130,0,lowpass,2,2
1131,1,highpass,4,4
1132,2,bandpass,2,2
1133,3,bandstop,6,6
1134,4,allpass,4,4
1135,0,lowpass,6,6
1136,1,highpass,2,2
1137,2,bandpass,6,6
1138,3,bandstop,6,6
1139,4,allpass,6,6
1140,0,lowpass,8,8
1141,1,highpass,2,2
1142,2,bandpass,8,8
1143,3,bandstop,6,6
1144,4,allpass,8,8
1145,0,lowpass,6,6
1146,1,highpass,4,4
1147,2,bandpass,8,8
1148,3,bandstop,6,6
1149,4,allpass,2,2
1150,0,lowpass,8,8
1151,1,highpass,8,8
1152,2,bandpass,2,2
1153,3,bandstop,2,2
1154,4,allpass,6,6
1155,0,lowpass,6,6
1156,1,highpass,2,2
1157,2,bandpass,6,6
1158,3,bandstop,6,6
1159,4,allpass,4,4
1160,0,lowpass,4,4
1161,1,highpass,4,4
1162,2,bandpass,2,2
1163,3,bandstop,4,4
1164,4,allpass,6,6
1165,0,lowpass,2,2
1166,1,highpass,6,6
1167,2,bandpass,8,8
1168,3,bandstop,6,6
1169,4,allpass,2,2
1170,0,lowpass,6,6
1171,1,highpass,8,8
1172,2,bandpass,6,6
1173,3,bandstop,2,2
1174,4,allpass,8,8
1175,0,lowpass,4,4
1176,1,highpass,2,2
1177,2,bandpass,2,2
1178,3,bandstop,6,6
1179,4,allpass,6,6
1180,0,lowpass,8,8
1181,1,highpass,6,6
1182,2,bandpass,2,2
1183,3,bandstop,4,4
1184,4,allpass,4,4
1185,0,lowpass,4,4
1186,1,highpass,8,8
1187,2,bandpass,2,2
1188,3,bandstop,4,4
1189,4,allpass,4,4
1190,0,lowpass,6,6
1191,1,highpass,4,4
1192,2,bandpass,4,4
1193,3,bandstop,6,6
1194,4,allpass,4,4
1195,0,lowpass,4,4
1196,1,highpass,8,8
1197,2,bandpass,6,6
1198,3,bandstop,8,8
1199,4,allpass,6,6
1200,0,lowpass,2,2
1201,1,highpass,6,6
1202,2,bandpass,6,6
1203,3,bandstop,2,2
1204,4,allpass,6,6
1205,0,lowpass,2,2
1206,1,highpass,6,6
1207,2,bandpass,8,8
1208,3,bandstop,8,8
1209,4,allpass,8,8
1210,0,lowpass,6,6
1211,1,highpass,8,8
1212,2,bandpass,8,8
1213,3,bandstop,6,6
1214,4,allpass,8,8
1215,0,lowpass,2,2
1216,1,highpass,8,8
1217,2,bandpass,8,8
1218,3,bandstop,6,6
1219,4,allpass,6,6
1220,0,lowpass,2,2
1221,1,highpass,8,8
1222,2,bandpass,4,4
1223,3,bandstop,4,4
1224,4,allpass,6,6
1225,0,lowpass,6,6
1226,1,highpass,4,4
1227,2,bandpass,8,8
1228,3,bandstop,8,8
1229,4,allpass,6,6
1230,0,lowpass,6,6
1231,1,highpass,2,2
1232,2,bandpass,6,6
1233,3,bandstop,6,6
1234,4,allpass,8,8
1235,0,lowpass,6,6
1236,1,highpass,6,6
1237,2,bandpass,8,8
1238,3,bandstop,2,2
1239,4,allpass,6,6
1240,0,lowpass,6,6
1241,1,highpass,4,4
1242,2,bandpass,8,8
1243,3,bandstop,2,2
1244,4,allpass,8,8
1245,0,lowpass,8,8
1246,1,highpass,6,6
1247,2,bandpass,4,4
1248,3,bandstop,6,6
1249,4,allpass,6,6
1250,0,lowpass,2,2
1251,1,highpass,2,2
1252,2,bandpass,4,4
1253,3,bandstop,8,8
1254,4,allpass,8,8
1255,0,lowpass,2,2
1256,1,highpass,8,8
1257,2,bandpass,2,2
1258,3,bandstop,2,2
1259,4,allpass,8,8
1260,0,lowpass,6,6
1261,1,highpass,4,4
1262,2,bandpass,6,6
1263,3,bandstop,6,6
1264,4,allpass,2,2
1265,0,lowpass,2,2
1266,1,highpass,6,6
1267,2,bandpass,8,8
1268,3,bandstop,4,4
1269,4,allpass,8,8
1270,0,lowpass,8,8
1271,1,highpass,6,6
1272,2,bandpass,2,2
1273,3,bandstop,8,8
1274,4,allpass,8,8
1275,0,lowpass,8,8
1276,1,highpass,4,4
1277,2,bandpass,8,8
1278,3,bandstop,8,8
1279,4,allpass,6,6
1280,0,lowpass,2,2
1281,1,highpass,8,8
1282,2,bandpass,6,6
1283,3,bandstop,8,8
1284,4,allpass,6,6
1285,0,lowpass,2,2
1286,1,highpass,6,6
1287,2,bandpass,8,8
1288,3,bandstop,4,4
1289,4,allpass,4,4
1290,0,lowpass,8,8
1291,1,highpass,6,6
1292,2,bandpass,4,4
1293,3,bandstop,6,6
1294,4,allpass,4,4
1295,0,lowpass,4,4
1296,1,highpass,4,4
1297,2,bandpass,6,6
1298,3,bandstop,2,2
1299,4,allpass,8,8
1300,0,lowpass,4,4
1301,1,highpass,4,4
1302,2,bandpass,8,8
1303,3,bandstop,6,6
1304,4,allpass,4,4
1305,0,lowpass,6,6
1306,1,highpass,8,8
1307,2,bandpass,8,8
1308,3,bandstop,2,2
1309,4,allpass,6,6
1310,0,lowpass,4,4
1311,1,highpass,4,4
1312,2,bandpass,8,8
1313,3,bandstop,8,8
1314,4,allpass,4,4
1315,0,lowpass,2,2
1316,1,highpass,2,2
1317,2,bandpass,2,2
1318,3,bandstop,2,2
1319,4,allpass,8,8
1320,0,lowpass,2,2
1321,1,highpass,2,2
1322,2,bandpass,8,8
1323,3,bandstop,4,4
1324,4,allpass,8,8
1325,0,lowpass,6,6
1326,1,highpass,4,4
1327,2,bandpass,6,6
1328,3,bandstop,2,2
1329,4,allpass,8,8
1330,0,lowpass,4,4
1331,1,highpass,6,6
1332,2,bandpass,8,8
1333,3,bandstop,2,2
1334,4,allpass,8,8
1335,0,lowpass,4,4
1336,1,highpass,8,8
1337,2,bandpass,4,4
1338,3,bandstop,4,4
1339,4,allpass,2,2
1340,0,lowpass,2,2
1341,1,highpass,2,2
1342,2,bandpass,8,8
1343,3,bandstop,4,4
1344,4,allpass,6,6
1345,0,lowpass,2,2
1346,1,highpass,8,8
1347,2,bandpass,2,2
1348,3,bandstop,4,4
1349,4,allpass,6,6
1350,0,lowpass,6,6
1351,1,highpass,6,6
1352,2,bandpass,8,8
1353,3,bandstop,2,2
1354,4,allpass,4,4
1355,0,lowpass,8,8
1356,1,highpass,4,4
1357,2,bandpass,6,6
1358,3,bandstop,8,8
1359,4,allpass,8,8
1360,0,lowpass,2,2
1361,1,highpass,8,8
1362,2,bandpass,8,8
1363,3,bandstop,2,2
1364,4,allpass,2,2
1365,0,lowpass,2,2
1366,1,highpass,8,8
1367,2,bandpass,6,6
1368,3,bandstop,8,8
1369,4,allpass,2,2
1370,0,lowpass,8,8
1371,1,highpass,6,6
1372,2,bandpass,4,4
1373,3,bandstop,2,2
1374,4,allpass,6,6
1375,0,lowpass,6,6
1376,1,highpass,4,4
1377,2,bandpass,2,2
1378,3,bandstop,6,6
1379,4,allpass,4,4
1380,0,lowpass,2,2
1381,1,highpass,6,6
1382,2,bandpass,4,4
1383,3,bandstop,8,8
1384,4,allpass,8,8
1385,0,lowpass,2,2
1386,1,highpass,2,2
1387,2,bandpass,8,8
1388,3,bandstop,8,8
1389,4,allpass,8,8
1390,0,lowpass,4,4
1391,1,highpass,8,8
1392,2,bandpass,6,6
1393,3,bandstop,6,6
1394,4,allpass,4,4
1395,0,lowpass,6,6
1396,1,highpass,6,6
1397,2,bandpass,8,8
1398,3,bandstop,4,4
1399,4,allpass,2,2
1400,0,lowpass,2,2
1401,1,highpass,4,4
1402,2,bandpass,6,6
1403,3,bandstop,4,4
1404,4,allpass,8,8
1405,0,lowpass,8,8
1406,1,highpass,4,4
1407,2,bandpass,2,2
1408,3,bandstop,8,8
1409,4,allpass,6,6
1410,0,lowpass,2,2
1411,1,highpass,4,4
1412,2,bandpass,6,6
1413,3,bandstop,4,4
1414,4,allpass,8,8
1415,0,lowpass,6,6
1416,1,highpass,6,6
1417,2,bandpass,2,2
1418,3,bandstop,4,4
1419,4,allpass,6,6
1420,0,lowpass,6,6
1421,1,highpass,2,2
1422,2,bandpass,8,8
1423,3,bandstop,6,6
1424,4,allpass,4,4
1425,0,lowpass,4,4
1426,1,highpass,6,6
1427,2,bandpass,2,2
1428,3,bandstop,2,2
1429,4,allpass,8,8
1430,0,lowpass,4,4
1431,1,highpass,2,2
1432,2,bandpass,2,2
1433,3,bandstop,4,4
1434,4,allpass,2,2
1435,0,lowpass,4,4
1436,1,highpass,8,8
1437,2,bandpass,2,2
1438,3,bandstop,4,4
1439,4,allpass,2,2
1440,0,lowpass,2,2
1441,1,highpass,2,2
1442,2,bandpass,4,4
1443,3,bandstop,2,2
1444,4,allpass,4,4
1445,0,lowpass,2,2
1446,1,highpass,2,2
1447,2,bandpass,2,2
1448,3,bandstop,2,2
1449,4,allpass,6,6
1450,0,lowpass,6,6
1451,1,highpass,4,4
1452,2,bandpass,4,4
1453,3,bandstop,6,6
1454,4,allpass,8,8
1455,0,lowpass,4,4
1456,1,highpass,6,6
1457,2,bandpass,8,8
1458,3,bandstop,6,6
1459,4,allpass,2,2
1460,0,lowpass,2,2
1461,1,highpass,2,2
1462,2,bandpass,4,4
1463,3,bandstop,2,2
1464,4,allpass,8,8
1465,0,lowpass,8,8
1466,1,highpass,8,8
1467,2,bandpass,6,6
1468,3,bandstop,6,6
1469,4,allpass,4,4
1470,0,lowpass,8,8
1471,1,highpass,6,6
1472,2,bandpass,2,2
1473,3,bandstop,4,4
1474,4,allpass,2,2
1475,0,lowpass,6,6
1476,1,highpass,4,4
1477,2,bandpass,8,8
1478,3,bandstop,6,6
1479,4,allpass,4,4
1480,0,lowpass,2,2
1481,1,highpass,4,4
1482,2,bandpass,6,6
1483,3,bandstop,8,8
1484,4,allpass,6,6
1485,0,lowpass,8,8
1486,1,highpass,2,2
1487,2,bandpass,6,6
1488,3,bandstop,4,4
1489,4,allpass,6,6
1490,0,lowpass,6,6
1491,1,highpass,6,6
1492,2,bandpass,8,8
1493,3,bandstop,4,4
1494,4,allpass,4,4
1495,0,lowpass,8,8
1496,1,highpass,4,4
1497,2,bandpass,8,8
1498,3,bandstop,4,4
1499,4,allpass,8,8
1500,0,lowpass,4,4
1501,1,highpass,2,2
1502,2,bandpass,2,2
1503,3,bandstop,2,2
1504,4,allpass,2,2
1505,0,lowpass,8,8
1506,1,highpass,6,6
1507,2,bandpass,2,2
1508,3,bandstop,2,2
1509,4,allpass,2,2
1510,0,lowpass,4,4
1511,1,highpass,8,8
1512,2,bandpass,6,6
1513,3,bandstop,2,2
1514,4,allpass,4,4
1515,0,lowpass,6,6
1516,1,highpass,8,8
1517,2,bandpass,4,4
1518,3,bandstop,8,8
1519,4,allpass,6,6
1520,0,lowpass,8,8
1521,1,highpass,6,6
1522,2,bandpass,6,6
1523,3,bandstop,6,6
1524,4,allpass,2,2
1525,0,lowpass,8,8
1526,1,highpass,8,8
1527,2,bandpass,6,6
1528,3,bandstop,8,8
1529,4,allpass,4,4
1530,0,lowpass,6,6
1531,1,highpass,8,8
1532,2,bandpass,4,4
1533,3,bandstop,6,6
1534,4,allpass,2,2
1535,0,lowpass,4,4
1536,1,highpass,8,8
1537,2,bandpass,6,6
1538,3,bandstop,6,6
1539,4,allpass,6,6
1540,0,lowpass,6,6
1541,1,highpass,8,8
1542,2,bandpass,2,2
1543,3,bandstop,8,8
1544,4,allpass,4,4
1545,0,lowpass,6,6
1546,1,highpass,8,8
1547,2,bandpass,2,2
1548,3,bandstop,4,4
1549,4,allpass,4,4
1550,0,lowpass,2,2
1551,1,highpass,2,2
1552,2,bandpass,8,8
1553,3,bandstop,4,4
1554,4,allpass,2,2
1555,0,lowpass,2,2
1556,1,highpass,2,2
1557,2,bandpass,8,8
1558,3,bandstop,2,2
1559,4,allpass,6,6
1560,0,lowpass,2,2
1561,1,highpass,6,6
1562,2,bandpass,6,6
1563,3,bandstop,4,4
1564,4,allpass,8,8
1565,0,lowpass,6,6
1566,1,highpass,6,6
1567,2,bandpass,8,8
1568,3,bandstop,6,6
1569,4,allpass,8,8
1570,0,lowpass,4,4
1571,1,highpass,6,6
1572,2,bandpass,6,6
1573,3,bandstop,2,2
1574,4,allpass,6,6
1575,0,lowpass,2,2
1576,1,highpass,6,6
1577,2,bandpass,6,6
1578,3,bandstop,2,2
1579,4,allpass,8,8
1580,0,lowpass,6,6
1581,1,highpass,8,8
1582,2,bandpass,6,6
1583,3,bandstop,8,8
1584,4,allpass,6,6
1585,0,lowpass,2,2
1586,1,highpass,6,6
1587,2,bandpass,4,4
1588,3,bandstop,8,8
1589,4,allpass,4,4
1590,0,lowpass,4,4
1591,1,highpass,6,6
1592,2,bandpass,6,6
1593,3,bandstop,4,4
1594,4,allpass,4,4
1595,0,lowpass,8,8
1596,1,highpass,6,6
1597,2,bandpass,4,4
1598,3,bandstop,4,4
1599,4,allpass,6,6
1600,0,lowpass,4,4
1601,1,highpass,6,6
1602,2,bandpass,2,2
1603,3,bandstop,8,8
1604,4,allpass,2,2
1605,0,lowpass,2,2
1606,1,highpass,6,6
1607,2,bandpass,2,2
1608,3,bandstop,6,6
1609,4,allpass,6,6
1610,0,lowpass,8,8
1611,1,highpass,2,2
1612,2,bandpass,6,6
1613,3,bandstop,2,2
1614,4,allpass,8,8
1615,0,lowpass,6,6
1616,1,highpass,6,6
1617,2,bandpass,4,4
1618,3,bandstop,8,8
1619,4,allpass,2,2
1620,0,lowpass,4,4
1621,1,highpass,2,2
1622,2,bandpass,8,8
1623,3,bandstop,8,8
1624,4,allpass,6,6
1625,0,lowpass,4,4
1626,1,highpass,4,4
1627,2,bandpass,2,2
1628,3,bandstop,8,8
1629,4,allpass,8,8
1630,0,lowpass,8,8
1631,1,highpass,8,8
1632,2,bandpass,6,6
1633,3,bandstop,2,2
1634,4,allpass,4,4
1635,0,lowpass,2,2
1636,1,highpass,2,2
1637,2,bandpass,8,8
1638,3,bandstop,8,8
1639,4,allpass,4,4
1640,0,lowpass,4,4
1641,1,highpass,2,2
1642,2,bandpass,2,2
1643,3,bandstop,8,8
1644,4,allpass,6,6
1645,0,lowpass,8,8
1646,1,highpass,8,8
1647,2,bandpass,2,2
1648,3,bandstop,4,4
1649,4,allpass,4,4
1650,0,lowpass,2,2
1651,1,highpass,2,2
1652,2,bandpass,6,6
1653,3,bandstop,4,4
1654,4,allpass,2,2
1655,0,lowpass,4,4
1656,1,highpass,4,4
1657,2,bandpass,8,8
1658,3,bandstop,6,6
1659,4,allpass,8,8
1660,0,lowpass,4,4
1661,1,highpass,6,6
1662,2,bandpass,8,8
1663,3,bandstop,8,8
1664,4,allpass,6,6
1665,0,lowpass,8,8
1666,1,highpass,2,2
1667,2,bandpass,2,2
1668,3,bandstop,8,8
1669,4,allpass,2,2
1670,0,lowpass,6,6
1671,1,highpass,4,4
1672,2,bandpass,4,4
1673,3,bandstop,6,6
1674,4,allpass,4,4
1675,0,lowpass,2,2
1676,1,highpass,2,2
1677,2,bandpass,8,8
1678,3,bandstop,8,8
1679,4,allpass,8,8
1680,0,lowpass,6,6
1681,1,highpass,8,8
1682,2,bandpass,6,6
1683,3,bandstop,6,6
1684,4,allpass,6,6
1685,0,lowpass,4,4
1686,1,highpass,6,6
1687,2,bandpass,8,8
1688,3,bandstop,8,8
1689,4,allpass,6,6
1690,0,lowpass,2,2
1691,1,highpass,2,2
1692,2,bandpass,6,6
1693,3,bandstop,4,4
1694,4,allpass,4,4
1695,0,lowpass,2,2
1696,1,highpass,6,6
1697,2,bandpass,2,2
1698,3,bandstop,6,6
1699,4,allpass,4,4
1700,0,lowpass,6,6
1701,1,highpass,4,4
1702,2,bandpass,8,8
1703,3,bandstop,2,2
1704,4,allpass,8,8
1705,0,lowpass,6,6
1706,1,highpass,6,6
1707,2,bandpass,2,2
1708,3,bandstop,2,2
1709,4,allpass,8,8
1710,0,lowpass,2,2
1711,1,highpass,8,8
1712,2,bandpass,8,8
1713,3,bandstop,2,2
1714,4,allpass,4,4
1715,0,lowpass,4,4
1716,1,highpass,4,4
1717,2,bandpass,2,2
1718,3,bandstop,6,6
1719,4,allpass,6,6
1720,0,lowpass,2,2
1721,1,highpass,8,8
1722,2,bandpass,6,6
1723,3,bandstop,6,6
1724,4,allpass,6,6
1725,0,lowpass,4,4
1726,1,highpass,6,6
1727,2,bandpass,2,2
1728,3,bandstop,8,8
1729,4,allpass,2,2
1730,0,lowpass,2,2
1731,1,highpass,2,2
1732,2,bandpass,6,6
1733,3,bandstop,4,4
1734,4,allpass,4,4
1735,0,lowpass,4,4
1736,1,highpass,4,4
1737,2,bandpass,6,6
1738,3,bandstop,2,2
1739,4,allpass,6,6
1740,0,lowpass,8,8
1741,1,highpass,2,2
1742,2,bandpass,6,6
1743,3,bandstop,2,2
1744,4,allpass,2,2
1745,0,lowpass,2,2
1746,1,highpass,8,8
1747,2,bandpass,6,6
1748,3,bandstop,6,6
1749,4,allpass,8,8
1750,0,lowpass,8,8
1751,1,highpass,6,6
1752,2,bandpass,4,4
1753,3,bandstop,8,8
1754,4,allpass,6,6
1755,0,lowpass,2,2
1756,1,highpass,6,6
1757,2,bandpass,4,4
1758,3,bandstop,2,2
1759,4,allpass,8,8
1760,0,lowpass,8,8
1761,1,highpass,8,8
1762,2,bandpass,2,2
1763,3,bandstop,2,2
1764,4,allpass,8,8
1765,0,lowpass,2,2
1766,1,highpass,8,8
1767,2,bandpass,6,6
1768,3,bandstop,4,4
1769,4,allpass,4,4
1770,0,lowpass,6,6
1771,1,highpass,8,8
1772,2,bandpass,2,2
1773,3,bandstop,8,8
1774,4,allpass,2,2
1775,0,lowpass,8,8
1776,1,highpass,6,6
1777,2,bandpass,8,8
1778,3,bandstop,4,4
1779,4,allpass,6,6
1780,0,lowpass,8,8
1781,1,highpass,4,4
1782,2,bandpass,4,4
1783,3,bandstop,4,4
1784,4,allpass,8,8
1785,0,lowpass,4,4
1786,1,highpass,6,6
1787,2,bandpass,4,4
1788,3,bandstop,6,6
1789,4,allpass,6,6
1790,0,lowpass,6,6
1791,1,highpass,6,6
1792,2,bandpass,4,4
1793,3,bandstop,4,4
1794,4,allpass,4,4
1795,0,lowpass,6,6
1796,1,highpass,8,8
1797,2,bandpass,2,2
1798,3,bandstop,8,8
1799,4,allpass,2,2
1800,0,lowpass,2,2
1801,1,highpass,4,4
1802,2,bandpass,2,2
1803,3,bandstop,2,2
1804,4,allpass,4,4
1805,0,lowpass,4,4
1806,1,highpass,4,4
1807,2,bandpass,2,2
1808,3,bandstop,2,2
1809,4,allpass,2,2
1810,0,lowpass,6,6
1811,1,highpass,4,4
1812,2,bandpass,6,6
1813,3,bandstop,8,8
1814,4,allpass,6,6
1815,0,lowpass,2,2
1816,1,highpass,6,6
1817,2,bandpass,2,2
1818,3,bandstop,4,4
1819,4,allpass,8,8
1820,0,lowpass,6,6
1821,1,highpass,6,6
1822,2,bandpass,4,4
1823,3,bandstop,2,2
1824,4,allpass,8,8
1825,0,lowpass,8,8
1826,1,highpass,2,2
1827,2,bandpass,6,6
1828,3,bandstop,8,8
1829,4,allpass,2,2
1830,0,lowpass,2,2
1831,1,highpass,4,4
1832,2,bandpass,2,2
1833,3,bandstop,8,8
1834,4,allpass,8,8
1835,0,lowpass,2,2
1836,1,highpass,6,6
1837,2,bandpass,8,8
1838,3,bandstop,4,4
1839,4,allpass,2,2
1840,0,lowpass,4,4
1841,1,highpass,6,6
1842,2,bandpass,4,4
1843,3,bandstop,2,2
1844,4,allpass,2,2
1845,0,lowpass,8,8
1846,1,highpass,6,6
1847,2,bandpass,4,4
1848,3,bandstop,2,2
1849,4,allpass,4,4
1850,0,lowpass,4,4
1851,1,highpass,6,6
1852,2,bandpass,8,8
1853,3,bandstop,4,4
1854,4,allpass,8,8
1855,0,lowpass,4,4
1856,1,highpass,2,2
1857,2,bandpass,4,4
1858,3,bandstop,4,4
1859,4,allpass,4,4
1860,0,lowpass,6,6
1861,1,highpass,8,8
1862,2,bandpass,6,6
1863,3,bandstop,8,8
1864,4,allpass,8,8
1865,0,lowpass,6,6
1866,1,highpass,2,2
1867,2,bandpass,6,6
1868,3,bandstop,8,8
1869,4,allpass,8,8
1870,0,lowpass,2,2
1871,1,highpass,2,2
1872,2,bandpass,8,8
1873,3,bandstop,6,6
1874,4,allpass,8,8
1875,0,lowpass,4,4
1876,1,highpass,4,4
1877,2,bandpass,8,8
1878,3,bandstop,2,2
1879,4,allpass,4,4
1880,0,lowpass,4,4
1881,1,highpass,6,6
1882,2,bandpass,6,6
1883,3,bandstop,6,6
1884,4,allpass,2,2
1885,0,lowpass,2,2
1886,1,highpass,8,8
1887,2,bandpass,2,2
1888,3,bandstop,4,4
1889,4,allpass,2,2
1890,0,lowpass,6,6
1891,1,highpass,8,8
1892,2,bandpass,2,2
1893,3,bandstop,2,2
1894,4,allpass,2,2
1895,0,lowpass,2,2
1896,1,highpass,4,4
1897,2,bandpass,4,4
1898,3,bandstop,6,6
1899,4,allpass,6,6
1900,0,lowpass,8,8
1901,1,highpass,2,2
1902,2,bandpass,6,6
1903,3,bandstop,2,2
1904,4,allpass,2,2
1905,0,lowpass,2,2
1906,1,highpass,6,6
1907,2,bandpass,8,8
1908,3,bandstop,2,2
1909,4,allpass,8,8
1910,0,lowpass,2,2
1911,1,highpass,4,4
1912,2,bandpass,4,4
1913,3,bandstop,4,4
1914,4,allpass,8,8
1915,0,lowpass,2,2
1916,1,highpass,4,4
1917,2,bandpass,8,8
1918,3,bandstop,6,6
1919,4,allpass,2,2
1920,0,lowpass,2,2
1921,1,highpass,8,8
1922,2,bandpass,6,6
1923,3,bandstop,8,8
1924,4,allpass,2,2
1925,0,lowpass,6,6
1926,1,highpass,2,2
1927,2,bandpass,8,8
1928,3,bandstop,2,2
1929,4,allpass,6,6
1930,0,lowpass,6,6
1931,1,highpass,4,4
1932,2,bandpass,4,4
1933,3,bandstop,4,4
1934,4,allpass,8,8
1935,0,lowpass,2,2
1936,1,highpass,2,2
1937,2,bandpass,4,4
1938,3,bandstop,2,2
1939,4,allpass,8,8
1940,0,lowpass,6,6
1941,1,highpass,8,8
1942,2,bandpass,2,2
1943,3,bandstop,8,8
1944,4,allpass,6,6
1945,0,lowpass,8,8
1946,1,highpass,2,2
1947,2,bandpass,2,2
1948,3,bandstop,4,4
1949,4,allpass,6,6
1950,0,lowpass,8,8
1951,1,highpass,6,6
1952,2,bandpass,4,4
1953,3,bandstop,4,4
1954,4,allpass,2,2
1955,0,lowpass,6,6
1956,1,highpass,8,8
1957,2,bandpass,6,6
1958,3,bandstop,8,8
1959,4,allpass,8,8
1960,0,lowpass,4,4
1961,1,highpass,6,6
1962,2,bandpass,6,6
1963,3,bandstop,4,4
1964,4,allpass,4,4
1965,0,lowpass,6,6
1966,1,highpass,8,8
1967,2,bandpass,8,8
1968,3,bandstop,4,4
1969,4,allpass,6,6
1970,0,lowpass,8,8
1971,1,highpass,2,2
1972,2,bandpass,8,8
1973,3,bandstop,2,2
1974,4,allpass,2,2
1975,0,lowpass,4,4
1976,1,highpass,2,2
1977,2,bandpass,8,8
1978,3,bandstop,8,8
1979,4,allpass,8,8
1980,0,lowpass,2,2
1981,1,highpass,4,4
1982,2,bandpass,4,4
1983,3,bandstop,2,2
1984,4,allpass,6,6
1985,0,lowpass,4,4
1986,1,highpass,8,8
1987,2,bandpass,4,4
1988,3,bandstop,6,6
1989,4,allpass,2,2
1990,0,lowpass,4,4
1991,1,highpass,8,8
1992,2,bandpass,8,8
1993,3,bandstop,2,2
1994,4,allpass,2,2
1995,0,lowpass,4,4
1996,1,highpass,2,2
1997,2,bandpass,8,8
1998,3,bandstop,2,2
1999,4,allpass,2,2
2000,0,lowpass,4,4
2001,1,highpass,6,6
2002,2,bandpass,6,6
2003,3,bandstop,6,6
2004,4,allpass,2,2
2005,0,lowpass,2,2
2006,1,highpass,4,4
2007,2,bandpass,4,4
2008,3,bandstop,2,2
2009,4,allpass,4,4
2010,0,lowpass,6,6
2011,1,highpass,4,4
2012,2,bandpass,2,2
2013,3,bandstop,2,2
2014,4,allpass,4,4
2015,0,lowpass,4,4
2016,1,highpass,2,2
2017,2,bandpass,2,2
2018,3,bandstop,8,8
2019,4,allpass,2,2
2020,0,lowpass,6,6
2021,1,highpass,6,6
2022,2,bandpass,2,2
2023,3,bandstop,6,6
2024,4,allpass,6,6
2025,0,lowpass,2,2
2026,1,highpass,2,2
2027,2,bandpass,8,8
2028,3,bandstop,8,8
2029,4,allpass,6,6
2030,0,lowpass,2,2
2031,1,highpass,6,6
2032,2,bandpass,4,4
2033,3,bandstop,2,2
2034,4,allpass,2,2
2035,0,lowpass,6,6
2036,1,highpass,2,2
2037,2,bandpass,8,8
2038,3,bandstop,2,2
2039,4,allpass,8,8
2040,0,lowpass,8,8
2041,1,highpass,8,8
2042,2,bandpass,6,6
2043,3,bandstop,6,6
2044,4,allpass,4,4
2045,0,lowpass,6,6
2046,1,highpass,4,4
2047,2,bandpass,8,8
2048,3,bandstop,6,6
2049,4,allpass,4,4
2050,0,lowpass,4,4
2051,1,highpass,8,8
2052,2,bandpass,6,6
2053,3,bandstop,6,6
2054,4,allpass,4,4
2055,0,lowpass,4,4
2056,1,highpass,2,2
2057,2,bandpass,8,8
2058,3,bandstop,8,8
2059,4,allpass,2,2
2060,0,lowpass,6,6
2061,1,highpass,2,2
2062,2,bandpass,8,8
2063,3,bandstop,8,8
2064,4,allpass,8,8
2065,0,lowpass,4,4
2066,1,highpass,2,2
2067,2,bandpass,6,6
2068,3,bandstop,6,6
2069,4,allpass,6,6
2070,0,lowpass,4,4
2071,1,highpass,6,6
2072,2,bandpass,6,6
2073,3,bandstop,6,6
2074,4,allpass,4,4
2075,0,lowpass,8,8
2076,1,highpass,2,2
2077,2,bandpass,2,2
2078,3,bandstop,2,2
2079,4,allpass,8,8
2080,0,lowpass,6,6
2081,1,highpass,4,4
2082,2,bandpass,8,8
2083,3,bandstop,8,8
2084,4,allpass,6,6
2085,0,lowpass,8,8
2086,1,highpass,4,4
2087,2,bandpass,8,8
2088,3,bandstop,8,8
2089,4,allpass,2,2
2090,0,lowpass,8,8
2091,1,highpass,2,2
2092,2,bandpass,8,8
2093,3,bandstop,6,6
2094,4,allpass,8,8
2095,0,lowpass,6,6
2096,1,highpass,8,8
2097,2,bandpass,2,2
2098,3,bandstop,8,8
2099,4,allpass,4,4
2100,0,lowpass,6,6
2101,1,highpass,6,6
2102,2,bandpass,6,6
2103,3,bandstop,6,6
2104,4,allpass,6,6
2105,0,lowpass,2,2
2106,1,highpass,2,2
2107,2,bandpass,2,2
2108,3,bandstop,8,8
2109,4,allpass,4,4
2110,0,lowpass,8,8
2111,1,highpass,8,8
2112,2,bandpass,2,2
2113,3,bandstop,8,8
2114,4,allpass,2,2
2115,0,lowpass,4,4
2116,1,highpass,2,2
2117,2,bandpass,8,8
2118,3,bandstop,2,2
2119,4,allpass,2,2
2120,0,lowpass,8,8
2121,1,highpass,8,8
2122,2,bandpass,8,8
2123,3,bandstop,6,6
2124,4,allpass,8,8
2125,0,lowpass,6,6
